custody_agency,date_of_release,sex,age,race_ethnicity,zip
State,2015-01-15 00:00:00,Male,51,Black,19124
State,2015-09-17 00:00:00,Male,51,White,19134
PDP,2015-03-02 00:00:00,Male,53,Black,19132
PDP,2015-06-19 00:00:00,Male,51,Black,19120
PDP,2015-04-06 00:00:00,Male,51,Black,
PDP,2015-08-11 00:00:00,Male,52,Black,19126
PDP,2015-10-12 00:00:00,Male,50,Black,19120
PDP,2015-04-28 00:00:00,Male,50,Black,19133
PDP,2015-07-10 00:00:00,Male,51,Black,
PDP,2015-10-21 00:00:00,Male,56,Black,19126
State,2015-07-02 00:00:00,Male,51,Black,19139
PDP,2015-02-27 00:00:00,Male,50,Black,19136
State,2015-08-23 00:00:00,Male,51,Black,19145
PDP,2015-10-23 00:00:00,Male,51,Black,
PDP,2015-01-16 00:00:00,Female,50,Black,19144
State,2015-09-14 00:00:00,Male,58,Hispanic,19124
PDP,2015-05-30 00:00:00,Male,50,Black,19140
PDP,2015-04-15 00:00:00,Male,50,Black,19142
PDP,2015-02-11 00:00:00,Female,50,Black,19101
State,2015-11-13 00:00:00,Male,49,Black,19142
PDP,2015-02-04 00:00:00,Male,51,Hispanic,
PDP,2015-01-29 00:00:00,Male,49,Black,19140
PDP,2015-12-07 00:00:00,Male,52,Black,19141
State,2015-05-07 00:00:00,Male,51,Black,19136
PDP,2015-08-10 00:00:00,Male,51,White,19136
PDP,2015-10-27 00:00:00,Male,53,Black,19144
PDP,2015-10-13 00:00:00,Male,52,Black,19142
PDP,2015-01-16 00:00:00,Male,60,Black,19139
PDP,2015-03-02 00:00:00,Male,54,Black,19121
State,2015-08-27 00:00:00,Male,51,White,19148
PDP,2015-04-09 00:00:00,Male,55,Black,19143
PDP,2015-01-26 00:00:00,Male,55,White,19149
State,2015-12-08 00:00:00,Male,51,Black,19132
PDP,2015-07-09 00:00:00,Male,51,Black,19140
PDP,2015-02-17 00:00:00,Male,48,Black,19146
PDP,2015-02-25 00:00:00,Male,53,Black,
PDP,2015-05-27 00:00:00,Male,59,Black,19132
PDP,2015-05-15 00:00:00,Male,52,Black,19140
PDP,2015-04-01 00:00:00,Female,51,Black,19146
PDP,2015-09-30 00:00:00,Female,50,Black,19139
PDP,2015-05-20 00:00:00,Male,52,Black,
PDP,2015-10-09 00:00:00,Male,54,Black,19143
PDP,2015-01-30 00:00:00,Male,51,Black,
PDP,2015-04-14 00:00:00,Male,50,White,19144
State,2015-05-04 00:00:00,Male,51,Hispanic,19140
State,2015-09-22 00:00:00,Male,50,Black,19149
PDP,2015-05-05 00:00:00,Male,52,Hispanic,19141
PDP,2015-10-02 00:00:00,Male,50,Black,19144
PDP,2015-12-07 00:00:00,Male,53,Hispanic,19100
PDP,2015-10-15 00:00:00,Male,51,Black,19100
PDP,2015-01-08 00:00:00,Male,58,Black,19132
PDP,2015-03-20 00:00:00,Male,53,White,19149
State,2015-05-31 00:00:00,Male,52,Black,19121
PDP,2015-10-16 00:00:00,Male,53,Black,
PDP,2015-04-15 00:00:00,Male,51,Black,19107
PDP,2015-06-03 00:00:00,Male,51,White,19120
PDP,2015-05-13 00:00:00,Male,52,Black,19151
PDP,2015-04-07 00:00:00,Male,56,White,19100
PDP,2015-04-22 00:00:00,Male,51,Black,
PDP,2015-08-06 00:00:00,Male,52,Black,
State,2015-03-29 00:00:00,Male,49,Black,19121
PDP,2015-01-26 00:00:00,Male,51,Hispanic,19134
State,2015-01-03 00:00:00,Male,53,Black,19141
State,2015-08-31 00:00:00,Male,52,Black,19151
State,2015-03-23 00:00:00,Male,52,Black,19124
State,2015-04-06 00:00:00,Male,53,Black,19123
State,2015-10-15 00:00:00,Male,52,Black,19121
PDP,2015-01-21 00:00:00,Male,51,Black,19146
PDP,2015-03-09 00:00:00,Male,51,Black,
PDP,2015-06-30 00:00:00,Male,50,Black,19120
PDP,2015-01-09 00:00:00,Male,55,Black,19125
PDP,2015-01-17 00:00:00,Female,49,Black,19143
PDP,2015-02-12 00:00:00,Male,50,White,19148
PDP,2015-07-01 00:00:00,Male,50,Black,19107
PDP,2015-07-07 00:00:00,Female,53,Black,
PDP,2015-12-23 00:00:00,Male,58,Black,19133
State,2015-03-10 00:00:00,Male,58,Black,19132
PDP,2015-11-18 00:00:00,Male,51,White,
State,2015-10-05 00:00:00,Male,49,Black,19129
PDP,2015-04-20 00:00:00,Male,50,Black,
PDP,2015-10-07 00:00:00,Male,51,Black,19151
State,2015-05-28 00:00:00,Male,52,Hispanic,19140
PDP,2015-05-15 00:00:00,Male,59,Hispanic,19121
PDP,2015-12-07 00:00:00,Male,59,Black,19151
PDP,2015-05-08 00:00:00,Male,51,Black,
PDP,2015-04-10 00:00:00,Female,51,Black,19145
State,2015-03-23 00:00:00,Male,53,Black,19146
PDP,2015-06-09 00:00:00,Female,47,Black,
PDP,2015-04-07 00:00:00,Male,48,Black,19122
PDP,2015-12-16 00:00:00,Male,54,Black,19143
PDP,2015-07-17 00:00:00,Male,51,Black,
PDP,2015-02-11 00:00:00,Male,57,Black,19145
PDP,2015-06-03 00:00:00,Male,51,Black,19139
State,2015-04-02 00:00:00,Male,52,Black,19132
PDP,2015-08-19 00:00:00,Male,51,Black,19142
PDP,2015-01-23 00:00:00,Male,51,White,19152
PDP,2015-05-14 00:00:00,Male,52,Black,
PDP,2015-10-20 00:00:00,Male,48,Black,19140
PDP,2015-05-07 00:00:00,Male,51,Black,
PDP,2015-08-13 00:00:00,Male,52,Hispanic,19134
State,2015-12-02 00:00:00,Male,51,Black,19124
PDP,2015-02-12 00:00:00,Male,51,Black,19146
PDP,2015-11-24 00:00:00,Male,51,White,
PDP,2015-12-02 00:00:00,Male,51,Black,
PDP,2015-07-23 00:00:00,Male,50,Black,19144
PDP,2015-04-21 00:00:00,Female,54,Black,
State,2015-11-30 00:00:00,Male,51,Black,19130
State,2015-06-01 00:00:00,Male,54,Black,19116
PDP,2015-12-24 00:00:00,Female,53,White,
State,2015-06-10 00:00:00,Male,51,Black,19121
PDP,2015-09-23 00:00:00,Male,54,Black,19120
PDP,2015-10-07 00:00:00,Male,48,Black,19104
PDP,2015-10-07 00:00:00,Male,54,Hispanic,
PDP,2015-10-08 00:00:00,Male,51,Black,19144
PDP,2015-04-10 00:00:00,Male,54,White,
PDP,2015-10-15 00:00:00,Male,51,Black,19140
PDP,2015-04-22 00:00:00,Male,51,Black,19144
PDP,2015-10-22 00:00:00,Male,51,Black,19121
PDP,2015-06-05 00:00:00,Male,52,Black,19143
PDP,2015-11-10 00:00:00,Male,52,Hispanic,19132
PDP,2015-08-21 00:00:00,Male,53,Black,19143
State,2015-06-15 00:00:00,Male,54,White,19140
PDP,2015-01-28 00:00:00,Male,51,White,19135
State,2015-06-01 00:00:00,Male,50,White,19133
State,2015-10-26 00:00:00,Male,54,Black,19141
State,2015-06-08 00:00:00,Male,51,Black,19134
PDP,2015-03-31 00:00:00,Male,51,Hispanic,
PDP,2015-10-16 00:00:00,Female,50,Black,19138
PDP,2015-07-01 00:00:00,Male,62,Black,19130
State,2015-07-30 00:00:00,Male,50,Black,19138
PDP,2015-08-25 00:00:00,Male,50,Black,
State,2015-11-09 00:00:00,Male,51,Black,19129
PDP,2015-10-05 00:00:00,Female,53,Black,
PDP,2015-03-11 00:00:00,Female,59,Black,19143
PDP,2015-09-30 00:00:00,Male,75,Black,19146
PDP,2015-01-29 00:00:00,Male,50,Black,19143
PDP,2015-02-13 00:00:00,Male,51,Black,19145
PDP,2015-02-06 00:00:00,Female,47,Black,19104
PDP,2015-11-02 00:00:00,Male,52,Black,19144
State,2015-03-22 00:00:00,Male,51,Black,19143
State,2015-01-20 00:00:00,Male,51,Black,19121
State,2015-11-09 00:00:00,Male,55,Hispanic,19140
PDP,2015-03-15 00:00:00,Female,52,Black,19145
State,2015-04-13 00:00:00,Male,51,Black,19134
PDP,2015-01-28 00:00:00,Male,53,White,19134
PDP,2015-05-16 00:00:00,Male,54,White,19136
PDP,2015-10-13 00:00:00,Male,50,Black,19150
PDP,2015-12-16 00:00:00,Male,53,Black,19100
PDP,2015-10-14 00:00:00,Male,52,Black,19141
PDP,2015-08-11 00:00:00,Male,51,Black,19138
PDP,2015-10-10 00:00:00,Male,53,Black,
State,2015-09-18 00:00:00,Male,51,Black,19139
State,2015-04-02 00:00:00,Male,50,Black,19150
PDP,2015-11-25 00:00:00,Male,48,White,
PDP,2015-03-04 00:00:00,Male,67,White,19148
PDP,2015-11-13 00:00:00,Male,58,White,19125
State,2015-05-28 00:00:00,Female,57,White,19115
PDP,2015-09-04 00:00:00,Female,49,Black,19142
PDP,2015-04-10 00:00:00,Male,50,Black,19144
PDP,2015-08-26 00:00:00,Male,53,Black,19121
PDP,2015-04-15 00:00:00,Male,50,Black,19142
State,2015-07-09 00:00:00,Female,51,White,19129
State,2015-08-08 00:00:00,Male,51,Black,19133
PDP,2015-09-22 00:00:00,Male,52,Black,
PDP,2015-02-12 00:00:00,Male,50,White,19125
PDP,2015-12-15 00:00:00,Female,50,Hispanic,19120
State,2015-03-19 00:00:00,Male,51,White,19148
PDP,2015-03-23 00:00:00,Male,50,Hispanic,
PDP,2015-11-12 00:00:00,Male,50,Black,19121
State,2015-10-19 00:00:00,Male,51,Black,19124
PDP,2015-02-11 00:00:00,Male,53,Black,19132
State,2015-06-22 00:00:00,Male,48,Black,19130
State,2015-06-15 00:00:00,Male,54,Black,19130
PDP,2015-06-09 00:00:00,Female,51,Black,19145
State,2015-12-18 00:00:00,Male,52,Black,19144
PDP,2015-02-04 00:00:00,Male,48,Black,19104
PDP,2015-02-18 00:00:00,Male,50,White,19135
PDP,2015-11-25 00:00:00,Male,50,Black,
PDP,2015-09-23 00:00:00,Male,50,Black,19104
PDP,2015-02-23 00:00:00,Male,50,Black,19146
State,2015-06-22 00:00:00,Male,60,Black,19132
PDP,2015-02-06 00:00:00,Male,54,Black,19148
State,2015-02-02 00:00:00,Male,64,Hispanic,19124
PDP,2015-06-23 00:00:00,Male,50,Black,19103
PDP,2015-01-21 00:00:00,Male,50,Black,19130
PDP,2015-12-09 00:00:00,Male,51,White,19129
PDP,2015-04-01 00:00:00,Female,54,Black,
State,2015-05-11 00:00:00,Male,50,Black,19133
PDP,2015-02-05 00:00:00,Male,53,Black,19120
PDP,2015-12-10 00:00:00,Male,62,Black,
State,2015-03-26 00:00:00,Male,50,Black,19151
PDP,2015-03-26 00:00:00,Female,52,Black,19121
PDP,2015-01-20 00:00:00,Male,49,Black,19121
PDP,2015-07-29 00:00:00,Male,50,Hispanic,19100
PDP,2015-10-21 00:00:00,Male,53,Black,19131
PDP,2015-01-16 00:00:00,Male,50,Black,19148
State,2015-04-23 00:00:00,Male,58,Black,19145
State,2015-07-13 00:00:00,Male,49,Black,19136
State,2015-01-04 00:00:00,Male,50,Black,19132
PDP,2015-01-14 00:00:00,Male,53,Hispanic,19134
PDP,2015-10-13 00:00:00,Male,50,Black,
PDP,2015-03-23 00:00:00,Male,50,Black,19121
PDP,2015-07-22 00:00:00,Female,48,Black,
PDP,2015-08-20 00:00:00,Female,50,Black,19143
PDP,2015-07-28 00:00:00,Female,52,Black,19148
PDP,2015-12-09 00:00:00,Male,50,Black,
PDP,2015-09-01 00:00:00,Male,51,Black,
PDP,2015-08-25 00:00:00,Male,50,Black,19138
PDP,2015-12-25 00:00:00,Male,58,Black,19132
State,2015-05-11 00:00:00,Male,52,Black,19133
PDP,2015-02-09 00:00:00,Male,49,Black,
PDP,2015-02-11 00:00:00,Male,54,Black,19146
PDP,2015-08-11 00:00:00,Male,50,Black,19151
State,2015-11-02 00:00:00,Male,54,Black,19133
PDP,2015-06-26 00:00:00,Male,52,Black,
PDP,2015-12-17 00:00:00,Male,53,Black,
PDP,2015-05-13 00:00:00,Male,52,Black,19121
PDP,2015-04-15 00:00:00,Male,55,Black,19143
PDP,2015-08-24 00:00:00,Male,51,Black,
PDP,2015-02-03 00:00:00,Male,49,Hispanic,19133
PDP,2015-06-03 00:00:00,Male,49,Black,19121
PDP,2015-03-21 00:00:00,Male,49,Black,19124
PDP,2015-09-09 00:00:00,Male,50,Black,19146
PDP,2015-06-24 00:00:00,Male,54,Hispanic,19133
PDP,2015-02-17 00:00:00,Female,47,Black,19132
PDP,2015-06-24 00:00:00,Male,49,Black,19145
PDP,2015-06-30 00:00:00,Male,52,Black,19125
State,2015-06-16 00:00:00,Male,52,Black,19122
PDP,2015-01-09 00:00:00,Male,54,Black,19121
PDP,2015-04-22 00:00:00,Male,51,Black,19120
PDP,2015-10-02 00:00:00,Male,50,Black,19134
PDP,2015-06-28 00:00:00,Male,55,Black,19139
State,2015-03-12 00:00:00,Male,49,Black,19131
PDP,2015-07-27 00:00:00,Male,51,Black,
PDP,2015-01-16 00:00:00,Male,56,Black,
State,2015-10-13 00:00:00,Male,50,Black,19133
State,2015-07-13 00:00:00,Male,50,Black,19124
PDP,2015-03-27 00:00:00,Male,53,Black,19138
State,2015-12-30 00:00:00,Female,51,Black,19144
PDP,2015-05-27 00:00:00,Male,50,Black,19143
PDP,2015-01-23 00:00:00,Male,48,Black,
PDP,2015-06-15 00:00:00,Male,52,White,19127
PDP,2015-04-06 00:00:00,Male,51,Black,19123
PDP,2015-12-08 00:00:00,Male,51,White,
State,2015-05-26 00:00:00,Male,56,Black,19141
PDP,2015-04-17 00:00:00,Male,50,Black,19132
State,2015-07-21 00:00:00,Male,51,Black,19125
State,2015-07-23 00:00:00,Male,53,Black,19147
State,2015-03-16 00:00:00,Male,49,Hispanic,19116
PDP,2015-06-25 00:00:00,Male,50,Black,19143
PDP,2015-02-20 00:00:00,Male,50,Black,19132
PDP,2015-01-21 00:00:00,Male,50,Black,
State,2015-02-13 00:00:00,Male,49,White,19116
PDP,2015-04-15 00:00:00,Male,49,Black,
PDP,2015-04-13 00:00:00,Male,49,Black,19119
PDP,2015-09-01 00:00:00,Male,50,Black,19104
PDP,2015-11-04 00:00:00,Male,60,Black,19141
State,2015-11-09 00:00:00,Male,48,Black,19124
State,2015-05-08 00:00:00,Male,50,Black,19152
State,2015-12-30 00:00:00,Male,52,Black,19149
PDP,2015-10-16 00:00:00,Male,59,White,19134
State,2015-09-13 00:00:00,Male,50,Black,19133
PDP,2015-10-14 00:00:00,Male,51,Black,
State,2015-03-08 00:00:00,Male,49,White,19136
PDP,2015-04-08 00:00:00,Male,49,Black,19153
State,2015-05-15 00:00:00,Male,53,White,19124
PDP,2015-06-06 00:00:00,Male,52,Black,19133
State,2015-03-02 00:00:00,Male,61,Black,19134
PDP,2015-06-26 00:00:00,Male,49,Black,19144
PDP,2015-08-25 00:00:00,Male,51,Black,19100
State,2015-07-09 00:00:00,Male,51,Black,19140
PDP,2015-05-06 00:00:00,Male,51,Black,19143
PDP,2015-10-23 00:00:00,Male,54,Black,19138
PDP,2015-03-11 00:00:00,Male,47,Black,19148
PDP,2015-06-17 00:00:00,Male,53,Black,
PDP,2015-11-16 00:00:00,Male,60,White,19141
PDP,2015-05-13 00:00:00,Male,51,White,19146
PDP,2015-02-25 00:00:00,Male,51,Black,19141
PDP,2015-06-08 00:00:00,Male,49,Black,
PDP,2015-10-02 00:00:00,Male,48,Black,19104
State,2015-03-01 00:00:00,Male,49,Black,19122
State,2015-09-17 00:00:00,Male,50,Black,19129
PDP,2015-10-27 00:00:00,Male,49,Black,
State,2015-10-04 00:00:00,Male,53,Black,19121
PDP,2015-12-30 00:00:00,Male,53,White,19136
State,2015-05-16 00:00:00,Male,53,Black,19138
PDP,2015-11-25 00:00:00,Female,54,Hispanic,19148
PDP,2015-03-04 00:00:00,Male,52,Black,19121
PDP,2015-07-16 00:00:00,Female,57,Black,
PDP,2015-09-11 00:00:00,Male,52,White,19154
PDP,2015-07-02 00:00:00,Male,50,Black,
PDP,2015-04-24 00:00:00,Male,53,Hispanic,
PDP,2015-06-19 00:00:00,Male,50,White,19145
PDP,2015-10-07 00:00:00,Female,48,White,19149
PDP,2015-03-27 00:00:00,Female,54,Black,19131
PDP,2015-04-28 00:00:00,Male,50,Black,19139
PDP,2015-10-21 00:00:00,Male,51,Black,
PDP,2015-12-07 00:00:00,Male,54,Black,19131
State,2015-01-08 00:00:00,Male,54,Black,19120
State,2015-04-27 00:00:00,Male,49,Black,19103
PDP,2015-09-08 00:00:00,Male,60,Black,19121
PDP,2015-03-23 00:00:00,Female,54,White,19148
PDP,2015-02-07 00:00:00,Male,51,Black,
State,2015-02-05 00:00:00,Male,52,Black,19140
PDP,2015-09-04 00:00:00,Male,54,Black,19125
PDP,2015-08-11 00:00:00,Male,52,Black,19120
State,2015-03-16 00:00:00,Male,48,Black,19129
State,2015-11-23 00:00:00,Female,48,Black,19129
PDP,2015-04-02 00:00:00,Male,49,Black,19141
PDP,2015-12-24 00:00:00,Female,53,Hispanic,19133
PDP,2015-08-07 00:00:00,Male,59,Hispanic,19100
State,2015-05-18 00:00:00,Male,49,Hispanic,19124
PDP,2015-07-08 00:00:00,Male,49,Black,19134
PDP,2015-01-14 00:00:00,Male,53,Black,19143
PDP,2015-05-05 00:00:00,Male,48,Black,19148
PDP,2015-11-23 00:00:00,Male,46,Hispanic,
PDP,2015-07-10 00:00:00,Male,49,Black,19142
PDP,2015-04-17 00:00:00,Male,64,Black,19140
PDP,2015-04-17 00:00:00,Male,48,White,19124
PDP,2015-12-03 00:00:00,Male,50,Black,
PDP,2015-07-17 00:00:00,Male,50,Black,19142
State,2015-02-04 00:00:00,Male,47,Black,19121
State,2015-07-26 00:00:00,Male,51,Black,19143
PDP,2015-10-16 00:00:00,Male,50,White,19134
PDP,2015-06-07 00:00:00,Male,50,Black,19143
PDP,2015-05-20 00:00:00,Male,49,Black,19133
PDP,2015-07-16 00:00:00,Female,49,Black,19134
PDP,2015-06-23 00:00:00,Male,54,Other,19132
State,2015-06-09 00:00:00,Male,49,Black,19104
PDP,2015-08-31 00:00:00,Female,55,Black,19114
PDP,2015-10-01 00:00:00,Male,66,Black,19149
PDP,2015-06-16 00:00:00,Male,54,Hispanic,19140
PDP,2015-06-23 00:00:00,Male,49,Black,19131
PDP,2015-02-25 00:00:00,Male,50,White,19124
PDP,2015-04-08 00:00:00,Male,49,Black,
PDP,2015-08-13 00:00:00,Male,52,Black,
PDP,2015-03-07 00:00:00,Male,57,Black,
PDP,2015-08-20 00:00:00,Male,52,Black,19151
State,2015-04-24 00:00:00,Male,55,Black,19143
PDP,2015-01-09 00:00:00,Male,53,Black,19107
PDP,2015-06-25 00:00:00,Male,49,Black,
PDP,2015-08-14 00:00:00,Male,55,White,19124
PDP,2015-12-16 00:00:00,Male,51,Black,19023
PDP,2015-02-13 00:00:00,Male,53,White,19142
PDP,2015-01-31 00:00:00,Male,50,Black,
PDP,2015-08-04 00:00:00,Male,51,Black,19145
State,2015-06-29 00:00:00,Female,47,Black,19132
PDP,2015-08-20 00:00:00,Male,50,Black,19120
PDP,2015-05-08 00:00:00,Male,50,Black,19145
PDP,2015-12-07 00:00:00,Male,52,Black,19146
State,2015-07-31 00:00:00,Male,50,Black,19132
PDP,2015-11-07 00:00:00,Male,54,White,
PDP,2015-04-15 00:00:00,Male,49,Black,19143
State,2015-05-11 00:00:00,Male,50,Black,19131
PDP,2015-04-22 00:00:00,Male,55,Black,19143
PDP,2015-10-21 00:00:00,Male,53,Black,19148
State,2015-12-15 00:00:00,Male,60,White,19134
PDP,2015-08-19 00:00:00,Male,48,Black,
PDP,2015-12-11 00:00:00,Male,50,Black,
PDP,2015-04-24 00:00:00,Male,50,Black,
PDP,2015-05-01 00:00:00,Male,49,Black,
PDP,2015-07-09 00:00:00,Male,46,Black,
PDP,2015-04-08 00:00:00,Male,49,Black,
PDP,2015-05-05 00:00:00,Male,49,Black,19123
PDP,2015-10-15 00:00:00,Male,51,Black,19121
PDP,2015-12-17 00:00:00,Male,52,Hispanic,19123
PDP,2015-03-30 00:00:00,Female,52,Black,19148
State,2015-02-14 00:00:00,Male,49,Black,19134
PDP,2015-04-22 00:00:00,Male,55,Black,19147
PDP,2015-05-15 00:00:00,Male,59,Black,
State,2015-12-27 00:00:00,Male,50,Black,19145
PDP,2015-02-05 00:00:00,Male,49,Black,19144
PDP,2015-04-23 00:00:00,Male,55,Black,19135
PDP,2015-05-21 00:00:00,Female,56,White,19134
State,2015-07-09 00:00:00,Male,49,Black,19143
PDP,2015-08-27 00:00:00,Male,52,Hispanic,19124
PDP,2015-04-20 00:00:00,Male,50,Black,19143
PDP,2015-04-17 00:00:00,Female,53,Black,19104
PDP,2015-08-18 00:00:00,Male,54,Black,
PDP,2015-03-27 00:00:00,Male,49,Black,19140
PDP,2015-12-16 00:00:00,Male,52,Black,19132
PDP,2015-08-28 00:00:00,Male,49,Black,
State,2015-09-21 00:00:00,Male,54,White,19129
PDP,2015-06-26 00:00:00,Male,58,Hispanic,19122
PDP,2015-06-10 00:00:00,Male,50,Black,19141
PDP,2015-06-29 00:00:00,Female,56,Black,
PDP,2015-09-10 00:00:00,Male,51,Black,
PDP,2015-12-14 00:00:00,Female,50,Black,19119
PDP,2015-10-02 00:00:00,Male,50,Black,19132
PDP,2015-06-02 00:00:00,Male,56,White,19134
PDP,2015-05-04 00:00:00,Male,50,Black,
PDP,2015-01-19 00:00:00,Male,51,White,
PDP,2015-11-04 00:00:00,Male,51,Black,
State,2015-09-23 00:00:00,Male,49,Black,19132
PDP,2015-03-06 00:00:00,Female,53,Black,19124
PDP,2015-05-28 00:00:00,Male,56,Black,19143
State,2015-04-15 00:00:00,Male,49,Black,19139
PDP,2015-01-12 00:00:00,Male,50,Black,
PDP,2015-10-21 00:00:00,Female,48,Black,19134
PDP,2015-07-31 00:00:00,Male,56,Black,19140
PDP,2015-04-15 00:00:00,Male,54,Black,19050
PDP,2015-10-16 00:00:00,Male,49,Black,19140
PDP,2015-03-10 00:00:00,Male,51,Hispanic,
PDP,2015-04-20 00:00:00,Male,52,Black,19148
PDP,2015-10-19 00:00:00,Male,57,Black,19146
State,2015-12-22 00:00:00,Male,49,Black,19144
PDP,2015-05-10 00:00:00,Male,62,Black,19143
State,2015-01-17 00:00:00,Male,50,Black,19143
PDP,2015-11-20 00:00:00,Male,64,Black,19144
State,2015-11-09 00:00:00,Male,50,White,19154
State,2015-12-09 00:00:00,Male,51,White,19136
PDP,2015-06-12 00:00:00,Male,49,Black,19130
PDP,2015-11-12 00:00:00,Female,50,Black,19132
State,2015-10-26 00:00:00,Female,51,White,19132
State,2015-06-22 00:00:00,Male,51,Black,19124
PDP,2015-08-21 00:00:00,Male,51,Black,19131
PDP,2015-02-10 00:00:00,Male,48,Black,
PDP,2015-12-06 00:00:00,Female,52,Black,19139
State,2015-03-27 00:00:00,Male,49,Black,19133
PDP,2015-04-20 00:00:00,Female,55,White,
PDP,2015-02-10 00:00:00,Female,51,Black,19139
PDP,2015-08-17 00:00:00,Male,49,Black,19132
PDP,2015-01-12 00:00:00,Female,49,Black,19120
PDP,2015-02-18 00:00:00,Female,47,Black,19121
State,2015-06-15 00:00:00,Male,61,Black,19124
PDP,2015-04-11 00:00:00,Male,49,Black,19145
PDP,2015-03-25 00:00:00,Male,50,Black,19140
PDP,2015-02-06 00:00:00,Male,51,Black,19131
PDP,2015-05-01 00:00:00,Male,57,Black,19119
State,2015-07-20 00:00:00,Male,52,Hispanic,19130
PDP,2015-10-14 00:00:00,Male,49,Black,19120
PDP,2015-12-23 00:00:00,Male,47,White,19149
PDP,2015-10-20 00:00:00,Male,50,Black,19124
PDP,2015-11-03 00:00:00,Male,50,White,
State,2015-08-24 00:00:00,Male,51,Hispanic,19124
PDP,2015-08-14 00:00:00,Male,49,Black,19146
State,2015-10-17 00:00:00,Male,52,Black,19120
State,2015-04-02 00:00:00,Male,52,White,19130
State,2015-05-26 00:00:00,Male,51,Black,19134
PDP,2015-06-22 00:00:00,Male,49,Black,19138
PDP,2015-09-29 00:00:00,Male,49,White,19006
PDP,2015-01-24 00:00:00,Male,57,Black,19122
PDP,2015-10-30 00:00:00,Male,50,Black,19146
PDP,2015-05-04 00:00:00,Male,53,Black,19145
PDP,2015-08-13 00:00:00,Female,50,Black,19131
State,2015-09-21 00:00:00,Male,49,Black,19129
PDP,2015-08-01 00:00:00,Male,49,Black,
PDP,2015-01-09 00:00:00,Male,49,Black,19123
State,2015-02-23 00:00:00,Female,49,Black,19132
PDP,2015-07-01 00:00:00,Male,49,Black,19144
PDP,2015-04-01 00:00:00,Female,50,Black,19139
PDP,2015-01-23 00:00:00,Female,54,White,19135
PDP,2015-11-13 00:00:00,Male,55,Black,19460
PDP,2015-01-14 00:00:00,Male,50,White,19154
PDP,2015-04-29 00:00:00,Male,49,Black,19144
PDP,2015-09-13 00:00:00,Male,56,Black,19132
PDP,2015-03-14 00:00:00,Male,56,Black,19132
PDP,2015-08-06 00:00:00,Male,49,Black,19146
PDP,2015-09-17 00:00:00,Female,48,Black,19146
PDP,2015-02-06 00:00:00,Male,48,White,19134
PDP,2015-02-27 00:00:00,Male,49,Black,19121
PDP,2015-05-15 00:00:00,Male,51,Black,19145
PDP,2015-07-17 00:00:00,Male,50,Black,19134
PDP,2015-11-25 00:00:00,Male,49,Black,19140
State,2015-06-17 00:00:00,Female,49,Black,19132
PDP,2015-04-22 00:00:00,Male,54,White,19147
PDP,2015-12-28 00:00:00,Male,49,Black,19153
PDP,2015-06-11 00:00:00,Male,49,Black,19146
PDP,2015-01-23 00:00:00,Male,49,Black,19132
PDP,2015-04-13 00:00:00,Male,49,Black,19153
PDP,2015-02-09 00:00:00,Male,47,Black,
PDP,2015-10-28 00:00:00,Male,43,Black,
State,2015-02-22 00:00:00,Male,54,Black,19149
PDP,2015-02-18 00:00:00,Male,46,Black,19132
PDP,2015-02-09 00:00:00,Male,48,Black,19119
PDP,2015-01-01 00:00:00,Male,48,Black,19138
PDP,2015-05-15 00:00:00,Male,63,Black,19144
PDP,2015-07-07 00:00:00,Male,49,Black,19132
PDP,2015-08-10 00:00:00,Male,51,Black,19121
PDP,2015-03-19 00:00:00,Male,49,Black,19131
PDP,2015-11-17 00:00:00,Male,54,Hispanic,19122
State,2015-04-12 00:00:00,Male,49,Black,19132
PDP,2015-03-27 00:00:00,Male,52,White,19130
PDP,2015-07-31 00:00:00,Male,46,Black,19139
PDP,2015-08-10 00:00:00,Male,49,Black,19151
PDP,2015-08-11 00:00:00,Male,48,Black,19145
PDP,2015-05-14 00:00:00,Male,49,White,
PDP,2015-11-04 00:00:00,Male,51,Hispanic,19133
PDP,2015-02-21 00:00:00,Male,51,White,19124
State,2015-05-18 00:00:00,Male,65,White,19129
PDP,2015-04-23 00:00:00,Male,59,Black,19134
State,2015-01-06 00:00:00,Male,62,Black,19124
State,2015-01-05 00:00:00,Male,46,Black,19124
PDP,2015-06-15 00:00:00,Male,49,White,19134
PDP,2015-10-26 00:00:00,Male,48,Black,19143
PDP,2015-11-20 00:00:00,Female,50,Black,19141
PDP,2015-10-26 00:00:00,Female,54,White,19134
PDP,2015-04-10 00:00:00,Female,71,Hispanic,19140
PDP,2015-12-10 00:00:00,Male,67,White,
State,2015-01-26 00:00:00,Male,48,White,19124
State,2015-03-05 00:00:00,Male,50,Black,19146
PDP,2015-07-20 00:00:00,Male,49,Black,19139
PDP,2015-02-02 00:00:00,Female,47,Black,19145
State,2015-09-22 00:00:00,Male,50,Black,19132
PDP,2015-05-22 00:00:00,Male,49,Black,19124
PDP,2015-07-01 00:00:00,Female,57,Black,19104
PDP,2015-10-07 00:00:00,Male,50,Black,19121
PDP,2015-12-16 00:00:00,Male,49,Black,19121
PDP,2015-02-19 00:00:00,Male,53,Black,
State,2015-06-25 00:00:00,Male,50,Black,19127
PDP,2015-04-15 00:00:00,Male,50,Black,19146
PDP,2015-03-20 00:00:00,Male,50,Black,19151
